순번,단지명,사업자등록번호,전화번호,종업원수,생산품,공장대표주소(도로명),업종명,기준일자
712,춘천후평일반산업단지,8380302383,033-250-4452,1,"자료분석, 자료처리","강원특별자치도 춘천시 소양강로 10, 622호 (후평동)",자료 처리업,2025-02-06
713,춘천후평일반산업단지,1760102369,033-250-3647,1,시장조사 및 여론조사 결과 보고,"강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 9층 906호 외 4필지",시장조사 및 여론조사업,2025-02-06
714,춘천퇴계농공단지,1028141121,,16,창고업,"강원특별자치도 춘천시 퇴계공단1길 41, 코카콜라음료(주) (퇴계동) 외 2필지",일반 창고업,2025-02-06
715,춘천거두농공단지,2218148124,033-250-4051,3,"LED조명기구, LED경관조명","강원특별자치도 춘천시 동내면 거두단지길 33, 콘카그린라이팅(주)",기타 조명장치 제조업 외 2 종,2025-02-06
716,춘천후평일반산업단지,8091401868,033-250-3647,9,"전시, 컨벤션 및 행사 대행","강원특별자치도 춘천시 후석로420번길 7, 1동 2층 229호 (후평동) 1동 2층 229호","전시, 컨벤션 및 행사 대행업",2025-02-06
717,춘천후평일반산업단지,8628700511,033-250-4452,2,"제품디자인, 로고디자인","강원특별자치도 춘천시 후석로420번길 7, (후평동) 1동 4층 401호",시각 디자인업,2025-02-06
718,춘천후평일반산업단지,6683300804,070-8895-7342,1,플라스틱제품(3D프린터활용),"강원특별자치도 춘천시 후석로462번길 7, 3층 314호 (후평동) 3층 314호",그 외 기타 플라스틱 제품 제조업,2025-02-06
719,춘천창촌농공단지,8847600031,033-250-4051,10,PVC샷시,강원특별자치도 춘천시 남산면 보매기길 75,플라스틱 창호 제조업,2025-02-06
720,춘천퇴계농공단지,2210435706,033-250-3361,5,"수배전반,전기변환장치등","강원특별자치도 춘천시 퇴계공단1길 41, 20번 (퇴계동, 아주택배)",배전반 및 전기 자동제어반 제조업 외 12 종,2025-02-06
721,춘천후평일반산업단지,1214451101,033-250-4452,1,"동결 건조기, 적외선 건조기, 저온 미분쇄기, 발효장치","강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 5층 519호",농업 및 임업용 기계 제조업 외 2 종,2025-02-06
722,춘천후평일반산업단지,7814000954,070-8895-7342,1,컨설팅,"강원특별자치도 춘천시 소양강로 10, (후평동) 1동 3층 312호",경영 컨설팅업,2025-02-06
723,춘천퇴계농공단지,1320935911,070-8895-7349,0,"주방용품, 임대업","강원특별자치도 춘천시 퇴계공단1길 77, 퇴계산업 (퇴계동)",금속 위생용품 제조업 외 1 종,2025-02-06
724,춘천후평일반산업단지,2550802152,070-8895-7349,0,경영컨설팅,"강원특별자치도 춘천시 소양강로 10, (후평동) 1동 5층 520호",경영 컨설팅업,2025-02-06
725,춘천후평일반산업단지,6130479960,,2,"도복, 띠, 체육복","강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 5층 526호","근무복, 작업복 및 유사의복 제조업",2025-02-06
726,춘천후평일반산업단지,1338801286,,15,"의류, 스포츠용품","강원특별자치도 춘천시 삭주로145번길 45, 파인어패럴 (후평동)",셔츠 및 블라우스 제조업 외 5 종,2025-02-06
727,춘천퇴계농공단지,2218117408,033-250-4813,4,동충하초균사(버섯균사체),"강원특별자치도 춘천시 퇴계공단1길 23 (퇴계동, 팬바이오텍)",기타 과실ㆍ채소 가공 및 저장 처리업,2025-02-06
728,춘천후평일반산업단지,5250502045,033-250-3647,2,"토목건설 측량, 도면설계","강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 7층 711호",기타 엔지니어링 서비스업,2025-02-06
729,춘천후평일반산업단지,6721301177,033-250-4051,2,원목가구,"강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 3층 334호",목재 도구 및 주방용 나무제품 제조업 외 2 종,2025-02-06
730,춘천후평일반산업단지,6307500380,033-250-3647,2,포장모종,"강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 9층 913호",포장 및 충전업,2025-02-06
731,춘천창촌농공단지,2218106916,070-8895-7349,13,곡물가공,강원특별자치도 춘천시 남산면 보매기길 87 ((주)푸른곡산),곡물 제분업,2025-02-06
732,춘천후평일반산업단지,2211198150,033-250-4452,1,"엽서, 캘린더 및 기타인쇄물, 컴퓨터 및 소프트웨어 설치 등","강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 8층 822호",기타 인쇄물 출판업 외 1 종,2025-02-06
733,춘천후평일반산업단지,6204000794,070-8895-7349,1,임대업,"강원특별자치도 춘천시 소양강로 10, 604호 (후평동)",비주거용 건물 임대업,2025-02-06
734,춘천창촌농공단지,3680103216,070-8895-7349,2,"막구조물, 차양, 금속재패널",강원특별자치도 춘천시 남산면 보매기길 65,"천막, 텐트 및 유사 제품 제조업 외 3 종",2025-02-06
735,춘천후평일반산업단지,4358100490,033-250-3647,6,"방송영상, 바이럴 홍보영상, 온라인 생중계, 전시, 행사 대행","강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 9층 901호",방송 프로그램 제작업 외 1 종,2025-02-06
736,춘천퇴계농공단지,2212685261,,2,비제조업 창고,강원특별자치도 춘천시 퇴계공단1길 41 (퇴계동),기타 보관 및 창고업,2025-02-06
737,춘천후평일반산업단지,,033-250-3647,1,목재가구 및 주방가구,"강원특별자치도 춘천시 후석로420번길 7, 1동 5층 520호(후평동) 1동 5층 520호",비주거용 건물 임대업,2025-02-06
738,남춘천일반산업단지,8388602334,033-250-4225,0,"전기오븐, 전기밥솥, 냉장고, 냉동고 제조, 전기토스트, 전기오븐, 아이스크림제조기기, 주방쿠커 기기 제조, 블루투스이어폰 제조",,주방용 전기기기 제조업,2025-02-06
739,춘천후평일반산업단지,3258100683,033-250-4452,2,두부 등,"강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 3층 318호",두부 및 유사식품 제조업,2025-02-06
740,춘천후평일반산업단지,1715700475,070-8895-7349,1,임대,"강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 2층 217호 외 1필지",비주거용 건물 임대업,2025-02-06
741,춘천후평일반산업단지,4182061996,033-250-3647,1,애니메이션,"강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 7층 728호",애니메이션 영화 및 비디오물 제작업,2025-02-06
742,춘천동춘천일반산업단지,2248207532,,5,천연가스,강원특별자치도 춘천시 동산면 원무동길 67,연료용 가스 제조 및 배관공급업,2025-02-06
743,춘천후평일반산업단지,2218100310,,73,"콘돔,휭가코트","강원특별자치도 춘천시 삭주로145번길 61 (후평동, (주)한국라텍스공업)",고무 의류 및 기타 위생용 비경화 고무제품 제조업,2025-02-06
744,춘천후평일반산업단지,2218100310,,1,콘돔등 고무제품,"강원특별자치도 춘천시 삭주로145번길 85 (후평동, 안국폐차장) (총 2 필지) 외 1필지",고무 의류 및 기타 위생용 비경화 고무제품 제조업,2025-02-06
745,춘천창촌농공단지,3108603645,070-8895-7349,3,"탈취제, 피톤치드","강원특별자치도 춘천시 남산면 보매기길 74, 마동",표면광택제 및 실내가향제 제조업,2025-02-06
746,춘천후평일반산업단지,2211198150,033-250-3655,11,자문컨설팅,"강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 7층 719호 외 1필지",경영 컨설팅업,2025-02-06
747,춘천거두농공단지,2058140116,033-0250-4813,217,바이오의약품,강원특별자치도 춘천시 동내면 거두단지1길 11,생물학적 제제 제조업,2025-02-06
748,춘천후평일반산업단지,8295500380,033-250-4051,1,인지놀이 교구,"강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 7층 727호",인형 및 장난감 제조업 외 2 종,2025-02-06
749,춘천후평일반산업단지,7442201168,033-250-3647,1,"지식재산 서적 출판, 전자출판, 연구 보고, 교육, 상담관련 결과물 등","강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 4층 434호",기타 인쇄물 출판업,2025-02-06
750,춘천후평일반산업단지,5545400780,033-250-3655,0,소프트웨어,"강원특별자치도 춘천시 소양강로 10, (후평동) 1동 7층 706호",시스템 소프트웨어 개발 및 공급업,2025-02-06
751,춘천퇴계농공단지,2219048392,,0,고추가루,"강원특별자치도 춘천시 퇴계농공로 94, 한일농산 (퇴계동)",천연 및 혼합조제 조미료 제조업,2025-02-06
752,춘천남면일반산업단지,1358104771,033-0250-4813,212,"헤파멜즈산,뮤테란캅셀,세보칸정외",강원특별자치도 춘천시 남면 약암길 109,완제 의약품 제조업 외 2 종,2025-02-06
753,춘천퇴계농공단지,2218110759,,20,"합성목제,금속구조물","강원특별자치도 춘천시 퇴계공단길 94 (퇴계동, 재활용선별장)",구조용 금속 판제품 및 공작물 제조업 외 15 종,2025-02-06
754,퇴계제2농공단지,2218127115,070-8895-7342,8,"LED전광판, 기타 전기장비, 제어분전반, 방송장비, 영상장비, 통신장비, 교육훈련장비",강원특별자치도 춘천시 퇴계공단2길 33 (퇴계동),기타 전기 변환장치 제조업 외 9 종,2025-02-06
755,춘천퇴계농공단지,2668501343,,5,비제조업 창고,강원특별자치도 춘천시 퇴계공단1길 41 (퇴계동),기타 보관 및 창고업,2025-02-06
756,춘천후평일반산업단지,5604400656,033-250-3655,0,소프트웨어,"강원특별자치도 춘천시 소양강로 10, (후평동) 1동 8층 801호",시스템 소프트웨어 개발 및 공급업,2025-02-06
757,춘천동춘천일반산업단지,1018116406,033-250-4225,17,창고업 ,강원특별자치도 춘천시 동산면 봉명리 1103-1번지,일반 창고업,2025-02-06
758,춘천창촌농공단지,2250382408,,5,"막구조물, 금속재울타리",강원특별자치도 춘천시 남산면 보매기길 78,"천막, 텐트 및 유사 제품 제조업 외 10 종",2025-02-06
759,춘천후평일반산업단지,5643200941,033-250-4051,4,"탁구라켓, 도마, 목재, 숟가락 등","강원특별자치도 춘천시 후석로420번길 7, 1동 2층 211호(후평동) 1동 2층 211호 외 2필지",목재 도구 및 주방용 나무제품 제조업,2025-02-06
760,춘천후평일반산업단지,1916900337,033-250-4452,1,닭갈비,"강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 3층 335호",가금류 가공 및 저장 처리업,2025-02-06
761,춘천후평일반산업단지,1127282414,070-8895-7349,0,인테리어 디자인,"강원특별자치도 춘천시 소양강로 10, 6층 610호 (후평동) 6층 610호",인테리어 디자인업,2025-02-06
762,춘천후평일반산업단지,2783400874,,1,조립식판넬,"강원특별자치도 춘천시 후석로462번길 16 (후평동, 호동판넬)",구조용 금속 판제품 및 공작물 제조업,2025-02-06
763,춘천퇴계농공단지,2213814079,033-0250-4813,1,"제책,제본(리플릿)",강원특별자치도 춘천시 퇴계공단1길 41 (퇴계동),제책업,2025-02-06
764,춘천창촌농공단지,2218115185,033-250-4225,5,알루미늄제교량난간,"강원특별자치도 춘천시 남산면 보매기길 74, 다동",구조용 금속 판제품 및 공작물 제조업 외 1 종,2025-02-06
765,춘천후평일반산업단지,6702001349,070-8895-7349,0,경영컨설팅,"강원특별자치도 춘천시 소양강로 10, (후평동) 1동 4층 416호",경영 컨설팅업,2025-02-06
766,춘천후평일반산업단지,5286900316,070-8895-7349,2,응용소프트웨어개발,"강원특별자치도 춘천시 소양강로 10, 4층 415호 (후평동) 4층 415호",응용 소프트웨어 개발 및 공급업,2025-02-06
767,춘천후평일반산업단지,5560102487,033-250-3647,1,환경정화 및 복원업. 건물위생관리,"강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 7층 733호",기타 환경 정화 및 복원업,2025-02-06
768,춘천후평일반산업단지,1142179494,033-250-3655,0,컨설팅,"강원특별자치도 춘천시 소양강로 10, (후평동) 1동 3층 318호",경영 컨설팅업,2025-02-06
769,춘천거두농공단지,,033-250-4051,62,보톨렉스주,강원특별자치도 춘천시 동내면 거두단지1길 23,생물학적 제제 제조업,2025-02-06
770,춘천후평일반산업단지,3018159325,070-8895-7342,14,"LPG용기용밸브,가스차단장치","강원특별자치도 춘천시 후석로420번길 26 (후평동, 휴콘스테크놀로지)",기기용 자동측정 및 제어장치 제조업 외 1 종,2025-02-06
771,춘천후평일반산업단지,4121252572,033-250-3647,1,아로마테라피 용품,"강원특별자치도 춘천시 후석로420번길 7,(후평동) 1동 6층 613호",제품 디자인업,2025-02-06
